Name,CW_M11977_Mandible,CW_NR1328_Mandible,CW_NR1609_Mandible,CW_M8752_Mandible,NHNW_B71_Mandible,CW_JM18942,NHNW_JM8466_Mandible,NHNW_SNC2_Mandible,SHNW_NR1326_Mandible,SHNW_M8827_Mandible,SHNW_M8774_Mandible,SHNW_M8951_Mandible
Y Mandibular patch 388,156.0455322,-78.14002686,-75.64481201,149.0877686,34.26550598,20.39595947,46.78530273,33.07228088,-63.52819824,141.5973999,-150.0354248,144.6539185
Z Mandibular patch 388,-803.7369629,-558.7561035,-888.4957031,-792.5366699,-1155.989063,-1142.213574,-1175.611426,-1418.644141,681.5193848,-751.6387207,-504.5135742,-526.2066406
X Mandibular patch 387,85.75158081,31.88938293,33.68887634,-23.17740021,41.73505249,35.14709778,22.51399689,26.16648254,27.79109802,86.54191284,86.57758789,-26.04338074
Y Mandibular patch 387,157.7503906,-76.81799927,-69.35999756,150.6366455,38.7883667,24.49147186,53.03562012,35.0450592,-59.26641235,146.0412109,-144.0503174,150.3066284
Z Mandibular patch 387,-781.5983887,-537.4671387,-868.1832031,-767.8751953,-1129.194824,-1117.916797,-1147.313086,-1397.28252,703.3568359,-735.1255371,-484.8993164,-502.4155273
X Mandibular patch 386,91.40201416,34.43887329,37.98905334,-23.27776642,43.39907837,38.32328491,28.29624939,29.79781189,31.71705627,91.54691772,92.92391357,-24.86745605
Y Mandibular patch 386,163.4035767,-70.41898804,-65.22215576,155.7401489,43.3925415,28.1243927,57.67119751,39.14319763,-56.93840942,149.3717773,-141.6605591,153.0120483
Z Mandibular patch 386,-792.6644043,-547.347998,-877.312207,-778.0154297,-1139.355176,-1127.834961,-1158.591309,-1405.069824,695.3248535,-742.1112305,-493.6632324,-513.1848633
X Mandibular patch 385,92.12807007,24.62538605,28.0765686,-42.55646057,26.31004639,24.91640015,21.99902954,17.24699249,22.22698212,89.66125488,94.94314575,-46.94303284
Y Mandibular patch 385,156.9477051,-75.50692139,-75.02011108,154.6098877,40.42482605,30.28779297,50.02500305,39.32262878,-56.49123535,142.2585449,-151.2499878,147.3870972
Z Mandibular patch 385,-827.7058594,-581.9253418,-912.9540039,-811.8169922,-1180.182129,-1161.32998,-1204.35498,-1438.824902,658.7766602,-779.6156738,-529.8633789,-544.1324219
X Mandibular patch 384,98.80914917,32.76332397,36.33140564,-35.19069214,34.62189941,34.61180115,32.15339966,26.70958252,33.12743835,97.04544678,103.7408203,-34.34394836
Y Mandibular patch 384,146.9608154,-86.54100342,-89.08162231,142.583252,27.70679932,15.36015625,34.88809814,28.88278809,-71.62774048,131.2363037,-160.9036011,133.0827393
Z Mandibular patch 384,-825.2512695,-579.5523926,-909.4407227,-815.7242188,-1178.80332,-1157.576758,-1200.522559,-1437.057227,663.5605957,-767.9554199,-519.6975586,-543.4899414
X Mandibular patch 383,93.7536438,23.92465363,33.21069031,-38.05626831,33.2763916,29.16647644,21.79706268,21.40202789,25.22262115,93.96526489,96.59747925,-43.51398621
Y Mandibular patch 383,182.9344727,-47.83204346,-50.98213501,180.2151367,71.80664063,57.05982666,83.55792236,65.72192993,-32.1194458,164.2691895,-126.9528076,171.0160767
Z Mandibular patch 383,-823.9206055,-579.9825195,-912.7035156,-806.9520996,-1170.441895,-1155.625098,-1196.943359,-1432.12168,663.7631836,-777.2757324,-529.0796875,-544.6647949
X Mandibular patch 382,102.4272827,34.44441223,40.18171082,-30.34190979,43.81260986,40.9363739,37.36647034,31.63519897,34.97495422,104.7296631,107.5912598,-30.51777954
Y Mandibular patch 382,170.7430664,-59.6901062,-63.00135498,166.5567017,54.33265991,42.64355164,67.12415161,51.89032593,-45.80003662,153.3430908,-137.1924194,159.7034546
Z Mandibular patch 382,-823.1307617,-580.7880859,-911.5469727,-811.877002,-1173.669727,-1156.49082,-1196.573438,-1434.027246,662.4384766,-772.860791,-524.605127,-548.5549316
X Mandibular patch 381,98.18407593,29.31007385,34.25567017,-36.78759766,33.38974304,31.91372375,30.34558411,23.4121933,28.35267029,96.45037842,102.0504944,-40.37724915
Y Mandibular patch 381,162.1806885,-71.83890991,-72.52850952,157.6807007,43.89154663,33.70322571,53.66405029,42.66790161,-54.24437256,144.4560181,-147.6573242,149.509729
Z Mandibular patch 381,-830.009082,-585.6142578,-915.8458984,-815.9621094,-1182.406055,-1163.625684,-1205.591895,-1441.69502,656.8270508,-779.1562988,-530.7327637,-550.9646484
X Mandibular patch 380,103.9230835,41.27062988,47.74223938,-17.21200104,56.61928711,51.77348633,45.51271973,41.94375916,43.31130371,103.842688,108.2843262,-18.85518951
Y Mandibular patch 380,174.0380615,-53.66395874,-53.56813354,172.1351929,57.21560669,42.16134033,73.25793457,55.99215698,-40.44645081,161.1138428,-128.7930176,167.1978394
Z Mandibular patch 380,-808.6183594,-559.9833984,-898.1799805,-797.4993164,-1156.772754,-1139.764453,-1173.079492,-1416.710059,681.8464844,-753.551709,-506.2221191,-530.7145996
X Mandibular patch 38,48.41653748,-12.68757858,-16.26996918,-75.08904419,-19.11516418,-13.44355621,-24.16795197,-17.76707611,-16.80773926,47.55219421,57.18041992,-69.75350342
Y Mandibular patch 38,93.78950806,-144.6365723,-139.9567139,86.7578064,-25.19372864,-33.39549866,-19.72779541,-21.88487854,-117.0452026,84.82839966,-210.7116699,80.95176392
Z Mandibular patch 38,-809.9376953,-541.4131348,-876.6573242,-781.1568848,-1147.064551,-1132.397266,-1182.083496,-1418.729395,683.9740234,-757.9202148,-505.0127441,-507.9078613
X Mandibular patch 379,101.5517822,33.64856873,38.810672,-31.43522949,41.48408508,39.3276123,36.96340027,30.08516541,34.03763733,103.7499878,107.3452026,-32.74839478
Y Mandibular patch 379,166.5746948,-66.48547974,-68.77695313,161.0001465,48.10541992,37.04132996,58.89197998,46.37852783,-51.47980957,147.5692383,-142.9592773,153.4056641
Z Mandibular patch 379,-825.9494141,-582.9661133,-913.2263672,-814.3458008,-1179.38623,-1160.857227,-1201.129688,-1438.270215,660.0901367,-775.4556152,-526.8833008,-549.9835938
X Mandibular patch 378,96.05689697,36.80933228,40.28969727,-22.92483826,44.06196594,41.06652832,33.42522583,32.45362244,34.49779358,95.62097778,98.33925171,-25.36150818
Y Mandibular patch 378,160.8143677,-72.30368042,-69.30606079,153.8078735,39.78388977,25.36188049,53.07892456,38.0015686,-59.56470337,146.603418,-145.383374,149.8428589
Z Mandibular patch 378,-800.1821777,-555.7144043,-885.3299805,-788.0792969,-1150.733691,-1138.595313,-1170.245508,-1414.302344,685.7229492,-748.6032227,-501.4882324,-523.1290039
X Mandibular patch 377,100.4571228,32.57190247,36.39749756,-33.44383545,32.82189941,33.70551453,35.37406616,23.96676483,32.09947205,97.83800049,105.7769775,-36.26429138
Y Mandibular patch 377,151.2458984,-84.41959229,-84.24040527,147.4022949,30.99542847,21.80592194,38.28865051,30.69828796,-66.70491333,133.3704712,-157.9891602,136.4170288
Z Mandibular patch 377,-827.0254883,-584.7849609,-911.9727539,-817.0563965,-1183.628418,-1164.957324,-1204.779395,-1443.022168,657.3112305,-779.0612793,-529.044043,-550.8022461
X Mandibular patch 376,86.65875244,32.57006836,34.35769653,-24.34833374,40.13034058,34.85063782,24.14600677,25.9848938,27.42579346,87.65273438,88.25050659,-26.63112183
Y Mandibular patch 376,152.7717041,-81.82799683,-74.90557861,145.8927979,33.3942627,19.59186249,46.49255981,30.47020874,-64.76340942,141.611084,-150.7935913,144.1883423
Z Mandibular patch 376,-786.428418,-541.3055176,-872.2874023,-773.5161621,-1135.995313,-1123.703418,-1154.185547,-1402.744434,698.520459,-738.9278809,-488.3877441,-507.0143066
X Mandibular patch 375,100.9058594,39.88094482,43.59779968,-21.12841187,48.24326782,45.60606384,39.84105835,36.66489258,39.21443787,101.4546021,106.0235474,-23.73725891
Y Mandibular patch 375,161.7420166,-70.53881836,-70.87987061,155.9393188,40.41622314,26.47845459,53.09348145,39.56669006,-57.3390564,147.0740479,-145.159375,150.7581421
Z Mandibular patch 375,-807.1335449,-563.3253906,-893.1248047,-797.8938965,-1159.649121,-1146.491113,-1179.424609,-1421.700684,677.6333984,-753.8589844,-507.213623,-532.3035156
X Mandibular patch 374,105.8178467,39.62995605,43.83256226,-25.22424011,47.84212646,45.84013367,44.0854126,36.5635376,40.92284546,109.3570435,112.7248901,-25.13363342
Y Mandibular patch 374,163.1909668,-69.57229614,-72.4026062,156.9296631,42.36731262,31.83496704,54.41726074,42.03084717,-55.76046753,144.5412964,-145.0397339,150.2655151
Z Mandibular patch 374,-820.9161133,-578.8020996,-909.2185547,-812.9547363,-1175.579883,-1157.823926,-1196.798438,-1435.249023,663.1372559,-768.9616211,-521.7028809,-547.6196777
X Mandibular patch 373,91.37335815,28.97945557,30.96488342,-35.61830139,32.18862,31.16414185,26.1664032,23.24199677,27.48677368,93.46854248,97.19564819,-36.00259094
Y Mandibular patch 373,148.6683716,-84.94302979,-83.13065796,139.8753906,26.22134399,12.80241852,35.4835083,26.35083008,-69.77738647,131.2204834,-160.1601196,134.1722046
Z Mandibular patch 373,-815.8979492,-568.8668945,-899.2258789,-804.0457031,-1169.401855,-1152.194629,-1189.591699,-1431.790234,670.1522949,-762.5941406,-514.7993164,-535.8683105
X Mandibular patch 372,91.60166626,33.08880615,35.65973816,-27.88696289,38.70795593,35.54668884,27.75887451,27.95852051,29.26332397,91.54289551,93.98412476,-29.44979248
Y Mandibular patch 372,149.3188477,-85.42216187,-80.76999512,142.8228149,27.97531433,15.03615112,40.61774597,27.29881897,-68.88867798,136.5382202,-155.7171509,138.9619385
Z Mandibular patch 372,-799.2463379,-553.1141602,-884.1209961,-787.2005859,-1152.014844,-1137.83584,-1171.650977,-1415.963867,685.5339355,-749.0485352,-500.1150879,-520.9429199
X Mandibular patch 371,97.49064331,27.86343689,34.08171997,-37.15589905,34.36777039,31.61767578,27.97669678,23.35871124,27.43029785,96.63872681,101.3424133,-40.73612671
Y Mandibular patch 371,169.6967407,-63.00090942,-64.69428711,165.4071289,53.91203613,41.70392456,63.95314941,50.6699646,-46.68300781,151.4183105,-140.2575684,157.3829712
Z Mandibular patch 371,-828.7351563,-585.3742188,-915.3929688,-813.7340332,-1179.953125,-1161.46377,-1203.609082,-1439.068359,657.9633789,-778.921582,-531.0383301,-550.0407227
X Mandibular patch 370,88.07758179,27.07030029,28.71226501,-35.38118286,28.62189941,28.57612305,24.10019989,20.94046173,24.3827774,91.06658325,95.22716064,-37.42951965
Y Mandibular patch 370,141.1822998,-92.96293335,-92.42706909,135.6673462,18.52935333,8.037693024,27.91122437,19.90587769,-75.29090576,125.5391479,-166.4556885,128.214563
Z Mandibular patch 370,-810.4320801,-561.6085449,-894.3123047,-798.0481445,-1168.425586,-1150.079492,-1188.564355,-1431.471973,671.8442871,-762.1290527,-513.5935547,-533.4308105
X Mandibular patch 37,39.87509155,-35.73204651,-35.82402344,-95.98595581,-29.67521667,-23.84626007,-36.64732361,-30.69434204,-26.71766357,39.42811584,43.47884216,-101.8877869
Y Mandibular patch 37,175.5501831,-59.98429565,-58.73695679,172.1224365,66.92455444,51.61450806,73.56704102,57.95925903,-36.38283997,156.737561,-141.8177979,158.9291382
Z Mandibular patch 37,-842.8536133,-582.7845215,-917.7766602,-798.5587891,-1174.404883,-1158.867188,-1211.670215,-1437.276074,658.498584,-793.8203125,-548.4566406,-534.5062012
X Mandibular patch 369,103.7977173,37.29497375,40.48826599,-28.51087646,42.76009216,41.69689941,38.6869751,32.34689636,37.86022034,104.4508423,110.0862915,-29.31524048
Y Mandibular patch 369,153.306897,-80.61470337,-82.21450806,147.1334961,30.16432495,20.82636414,40.71314087,32.14406738,-65.99245605,135.4435303,-154.8166748,139.3108276
Z Mandibular patch 369,-824.8402344,-580.4564941,-909.7963867,-817.1094238,-1179.75791,-1160.719434,-1198.513379,-1438.502539,661.772998,-769.8713867,-521.5971191,-546.6164063
X Mandibular patch 368,98.2225647,28.58939819,36.27323914,-35.36589966,36.75923462,33.84576111,28.78558655,25.16104431,28.66123047,98.13585815,102.4556396,-38.62374573
Y Mandibular patch 368,174.9525269,-56.21688843,-58.92858887,172.4306641,60.90306396,48.16530762,72.2822876,56.90537109,-40.77417297,156.5130981,-134.3258789,163.3534302
Z Mandibular patch 368,-826.2162109,-583.5830566,-914.800293,-813.2638672,-1176.332422,-1159.015723,-1201.017676,-1436.239551,660.505957,-777.1695313,-529.7347656,-548.9174316
X Mandibular patch 367,98.83319092,29.86470642,37.8125,-33.69516907,39.17015381,37.08977661,30.67395935,27.8434021,31.16652527,99.865625,102.9415039,-35.09092407
Y Mandibular patch 367,177.2866577,-52.74011841,-55.80777588,174.3377319,63.60712891,50.54052429,76.17971191,59.44581299,-37.42539978,159.1985962,-131.005127,166.9019897
Z Mandibular patch 367,-823.075293,-581.2705078,-912.1960938,-809.7147461,-1171.758301,-1154.544531,-1196.514941,-1431.920703,664.3294922,-773.4901367,-525.5473633,-545.6933105
X Mandibular patch 366,100.0698975,36.52628174,41.45264893,-29.01869812,41.0382782,39.21656189,35.0409668,31.50235596,35.62236938,99.15077515,105.1766846,-29.15144958
Y Mandibular patch 366,151.7522461,-82.11569824,-85.62782593,145.0944336,28.25968933,16.50766449,38.9457428,29.35083618,-67.4083374,136.0824707,-155.271167,138.7237793
Z Mandibular patch 366,-817.2460449,-572.8781738,-902.7538086,-808.977002,-1170.868164,-1151.83252,-1189.479395,-1430.765234,669.1648926,-760.4067383,-513.4083008,-537.6466797
X Mandibular patch 365,91.17407837,32.75621338,34.90906982,-28.13531799,36.2936615,34.31072388,28.23799438,26.87377014,28.61860657,91.44841309,94.00238037,-29.31274719
Y Mandibular patch 365,141.5620728,-92.65358276,-88.41854858,135.8456909,20.49835968,8.751554871,32.50067139,21.2806366,-74.86799927,130.2525391,-162.5845947,132.1284546
Z Mandibular patch 365,-799.5063477,-552.2370117,-884.1525391,-788.1943359,-1153.178125,-1138.254492,-1173.090234,-1417.793066,684.5676758,-749.6423828,-499.6047852,-521.5167969
X Mandibular patch 364,93.85853271,26.96710815,30.71705322,-36.70950317,30.0805542,29.94657593,26.1787262,20.13721771,26.11187134,91.89345703,97.14447021,-40.81506653
Y Mandibular patch 364,150.1822998,-82.22817383,-83.16959839,146.8285034,32.11664429,21.83576202,40.7454071,34.42800293,-65.18508301,135.7289429,-156.3265869,139.2502441
Z Mandibular patch 364,-821.4166016,-576.1312012,-905.4381836,-809.735791,-1175.344434,-1156.647754,-1197.249219,-1435.31543,664.2940918,-770.6838379,-522.3169922,-541.2937012
X Mandibular patch 363,94.21879883,33.21669006,36.04777222,-30.36573181,37.9647583,36.36214905,30.77293396,29.06152344,31.11248474,94.85925903,98.39528809,-30.23399963
Y Mandibular patch 363,151.3949829,-83.23666382,-81.5670166,144.6337524,27.63789673,14.66764374,39.51520081,28.08038025,-67.92747192,135.9974731,-155.3311401,138.6012817
Z Mandibular patch 363,-809.24375,-563.5252441,-893.6698242,-798.2466797,-1162.330566,-1146.491699,-1181.69541,-1424.55625,676.3425293,-756.0553223,-508.7151367,-530.5823242
X Mandibular patch 362,100.6029663,34.75973511,40.81291199,-23.00472565,49.62189941,45.66517639,38.45318604,34.85842896,41.2268158,103.9046265,104.5517822,-23.54771118
Y Mandibular patch 362,171.6651733,-54.37225342,-55.43674927,171.3128418,54.89902344,38.99632568,68.34953003,51.12682495,-43.24397888,159.0732666,-133.1129028,164.7870972
Z Mandibular patch 362,-807.784375,-563.7045898,-895.903125,-793.8708984,-1157.066895,-1141.902344,-1177.369629,-1418.470801,679.6078613,-755.7718262,-509.5157715,-532.8053711
X Mandibular patch 361,89.5208374,33.20373535,36.06473389,-22.21407318,44.98434448,38.01071777,25.97561035,29.40303955,31.78466797,89.38102417,90.69559326,-23.74338226
Y Mandibular patch 361,166.9466553,-67.89421997,-61.72938232,159.3967407,47.51061096,31.73277283,62.68254395,42.3285675,-52.18908081,152.4808838,-136.5655029,157.9912109
Z Mandibular patch 361,-786.9667969,-541.7711914,-871.909375,-771.6167969,-1131.438477,-1120.321484,-1149.952832,-1398.421973,701.4802734,-737.296875,-488.0939941,-506.682959
X Mandibular patch 360,94.71486206,33.11415405,38.6220459,-24.91928711,50.12193909,43.93239441,37.95816345,35.80813293,39.4573761,101.42099,102.0588745,-24.10677185
Y Mandibular patch 360,175.7198853,-49.65759277,-51.06339417,174.7492432,61.73482666,44.48873291,77.66524658,56.93082886,-37.07419434,164.6259521,-126.427356,171.0338135
Z Mandibular patch 360,-807.949707,-561.9374512,-893.569043,-789.5226563,-1151.49043,-1136.214355,-1172.253418,-1412.862598,684.0597168,-753.6388184,-505.3102539,-528.6813477
X Mandibular patch 36,41.14273987,-25.56439056,-25.85476379,-86.95219727,-28.47716064,-22.75499573,-34.1482666,-28.30636292,-24.34235229,41.0915741,49.67823486,-85.32359619
Y Mandibular patch 36,125.79198,-110.4236084,-106.0451294,120.6404297,9.374369049,-2.408324814,14.94691925,7.629343414,-85.23905029,113.5519165,-184.7192383,111.5048584
Z Mandibular patch 36,-819.5881836,-555.1526855,-890.4681641,-784.1946289,-1160.062598,-1147.038086,-1196.284961,-1428.284082,674.5222168,-772.4543945,-522.0595215,-517.5224121
X Mandibular patch 359,92.76745605,32.7099762,33.61327515,-30.73849182,34.46774292,33.45101624,28.31560669,26.14281921,28.07663574,92.47896729,97.18579712,-31.03955994
Y Mandibular patch 359,135.4776123,-98.63206177,-97.23692627,130.2186157,12.03085556,2.286699677,23.14466095,14.45978088,-80.57581177,123.0141113,-169.5604126,124.2144165
Z Mandibular patch 359,-805.4966309,-557.6968262,-889.2238281,-795.2950684,-1160.875293,-1144.287012,-1181.029199,-1424.716504,677.9412598,-755.2055176,-505.142041,-527.4852539
X Mandibular patch 358,89.62553101,28.87088623,28.86375732,-35.00965271,30.4875946,29.12025146,25.49611816,22.47093506,24.31921082,90.9737854,95.68093872,-36.41006165
Y Mandibular patch 358,132.3609009,-101.6426819,-100.7676025,128.448999,8.972167969,0.322824574,21.56252441,11.77596817,-82.38598633,116.2947144,-173.620166,120.3219238
Z Mandibular patch 358,-808.205957,-559.1075684,-891.6182617,-796.9825684,-1166.446191,-1149.703906,-1189.124219,-1430.705566,672.5291992,-759.279541,-511.2090332,-531.6094238
X Mandibular patch 357,108.4747437,42.76540527,46.83840942,-21.97042542,52.71356812,48.79535828,46.67341003,39.73751221,43.54547424,111.2634033,114.2249268,-20.92119293
Y Mandibular patch 357,168.005188,-61.437854,-65.54189453,163.4042969,49.68025208,39.38403931,63.5828064,48.77266541,-47.98605652,152.2492065,-138.2684937,157.64198
Z Mandibular patch 357,-818.8009766,-577.7952637,-907.7585938,-811.2125488,-1171.935449,-1154.46582,-1191.512207,-1431.551953,665.2200684,-766.9131836,-519.020752,-547.9128418
X Mandibular patch 356,92.65615234,23.45635223,27.80826721,-42.11217651,27.70635986,25.17998047,20.88854065,17.88772583,22.20594482,90.11324463,95.63989258,-46.52579346
Y Mandibular patch 356,165.3502808,-67.05123901,-67.23814697,162.0627808,50.62789001,38.1017395,59.89227295,47.12990112,-49.50921021,149.0612427,-143.917749,154.8671509
Z Mandibular patch 356,-828.3297852,-582.3495605,-914.3319336,-810.8682617,-1179.510156,-1160.865137,-1203.884961,-1437.883301,659.0190918,-780.0550293,-531.3001465,-545.9521484
X Mandibular patch 355,85.44784546,31.076297,33.60908203,-21.97800751,43.35746765,35.62301331,20.74450836,26.65241394,29.13027649,85.81426392,85.38581543,-24.3553299
Y Mandibular patch 355,164.368042,-71.40361328,-63.43729858,156.1377319,45.90658875,29.93207397,60.58031006,40.63919373,-52.91344604,150.8251343,-136.9525391,157.5386475
Z Mandibular patch 355,-778.3322266,-533.8606934,-864.9327148,-762.8860352,-1123.724707,-1111.65752,-1141.156055,-1392.038086,708.2838379,-731.2632324,-480.4621094,-497.6720703
X Mandibular patch 354,98.57929688,40.0690033,45.10363159,-16.62169037,56.63695679,49.83375244,40.31549377,40.56530457,42.95608826,101.3810974,104.1718018,-17.61713409
Y Mandibular patch 354,178.0546875,-46.94554443,-48.54208374,175.7849976,63.26060181,45.72428284,78.53499146,57.28475952,-36.7096405,166.1914185,-124.707959,173.4859863
Z Mandibular patch 354,-799.9445313,-554.7481445,-885.7902344,-784.6762695,-1145.97998,-1133.08916,-1164.009863,-1409.32168,690.1013184,-747.4907715,-498.3407715,-523.3072754
X Mandibular patch 353,100.5257263,37.77399292,41.56663513,-24.77698822,44.29042358,41.68443298,37.23618164,33.90935364,37.1124176,99.66665039,104.9981934,-26.48283997
Y Mandibular patch 353,156.2110352,-77.10391846,-77.65415039,149.885498,33.99048462,20.93338165,45.61572571,33.78771667,-63.11733398,141.4368042,-150.2992065,144.4021729
Z Mandibular patch 353,-810.4552246,-566.7678711,-896.4976563,-802.1706055,-1164.422754,-1148.213477,-1183.281445,-1425.33457,674.31875,-756.5511719,-509.6128906,-533.8359375
X Mandibular patch 352,107.0165771,43.3375824,46.27670593,-18.55661011,53.08186035,48.95684814,44.851474,40.033255,44.06486816,107.745166,111.7608643,-21.2420639
Y Mandibular patch 352,164.1643066,-67.6109436,-69.5336853,158.529187,42.90834045,31.42078247,56.74023438,42.78811951,-54.54129639,148.4625122,-142.4225098,153.3929077
Z Mandibular patch 352,-811.7933105,-570.4819336,-901.1789063,-805.7907227,-1166.459277,-1150.196289,-1185.930566,-1426.795703,671.5148438,-759.5231934,-512.6533691,-540.2008789
X Mandibular patch 351,84.94160767,21.33465118,22.99497986,-42.41011353,24.34816742,22.54866486,18.53497162,14.94038239,19.38569946,85.24274292,89.11362915,-45.23652039
Y Mandibular patch 351,145.7252686,-86.68688354,-84.37996826,143.1647583,28.01334839,17.19551849,38.62980957,28.60687866,-68.51697388,131.5391724,-160.870752,136.0702026
Z Mandibular patch 351,-815.8074219,-566.7147949,-898.8298828,-799.7670898,-1168.932813,-1152.060156,-1191.155371,-1431.521777,669.5494629,-767.6027344,-519.5852051,-534.2038086
X Mandibular patch 350,95.72888184,37.57504883,40.91098022,-23.94026184,42.28336487,39.29064331,33.04274902,31.45661926,33.33120117,94.63894653,98.93334351,-24.5519104
Y Mandibular patch 350,149.8201294,-84.85158081,-81.33591919,142.9012573,27.55994568,14.72166901,40.37488098,27.4973175,-69.06348877,137.0916626,-155.2724854,138.9991943
Z Mandibular patch 350,-799.465918,-554.2541504,-884.602832,-789.5512695,-1153.08291,-1138.969043,-1171.54043,-1416.694824,684.8807617,-748.2674316,-498.8805664,-522.0352051
X Mandibular patch 35,24.41096191,-51.76278076,-52.07989502,-111.8848633,-51.98081055,-41.85918579,-57.3173584,-48.51862183,-46.68390503,22.11155701,29.47836914,-115.2999878
Y Mandibular patch 35,134.2482788,-103.8393433,-100.0337585,131.924646,21.68922272,8.401042938,25.68065491,21.47309265,-70.90844116,126.6929932,-177.9009521,116.0459473
Z Mandibular patch 35,-849.7111328,-581.697168,-912.1722656,-802.0864258,-1178.517285,-1163.177539,-1214.863965,-1441.410645,657.9628906,-791.8316406,-545.3741699,-527.3421387
X Mandibular patch 349,111.0734985,52.71375122,57.42008057,-5.489844513,63.68781128,59.36309204,51.77922363,48.13005371,50.58175964,108.922998,114.7202148,-8.931024933
Y Mandibular patch 349,173.1269653,-54.46838989,-57.19934082,166.7817505,54.12406616,39.62129211,71.3979126,53.42261963,-42.26270447,160.4075073,-129.7268188,165.9656494
Z Mandibular patch 349,-799.6806641,-557.4165039,-888.1637695,-793.0989746,-1152.600488,-1138.719238,-1167.82168,-1414.633008,685.1766602,-747.6156738,-499.0060547,-528.7170898
X Mandibular patch 348,97.78488159,35.51409912,36.01880188,-33.5753479,35.49125671,35.57886963,31.52173157,27.39746704,31.82938843,98.39162598,104.597876,-28.70833435
Y Mandibular patch 348,133.7354614,-100.0277954,-101.3724365,127.9292603,10.24850693,0.792344856,20.55458221,13.42861938,-80.19207153,123.5273315,-170.2728882,122.4606079
Z Mandibular patch 348,-818.0819824,-570.4730469,-900.4953125,-808.3943848,-1172.781836,-1152.736328,-1191.512598,-1434.158203,667.4094727,-760.2836426,-511.5122559,-536.7782227
X Mandibular patch 347,103.5880249,39.859021,44.1272583,-29.89693909,41.55598145,39.58378601,36.04665222,32.20108032,38.05471497,100.8739685,108.6361938,-27.34137268
Y Mandibular patch 347,147.8998535,-87.0105896,-89.15900879,141.7741821,24.08663483,12.8986969,33.85895081,25.91528931,-70.85360718,133.5951294,-159.2516602,133.7929077
Z Mandibular patch 347,-823.3371094,-578.4685547,-909.6773438,-815.9695313,-1176.300098,-1154.470703,-1193.81123,-1434.501758,665.2948242,-761.4692871,-514.2438965,-540.4031738
X Mandibular patch 346,113.9454102,55.16469116,60.44597778,-4.846987152,65.54397583,61.63792725,57.63764648,49.83409729,52.95894165,112.5456055,118.9179443,-7.360943604
Y Mandibular patch 346,172.5868408,-57.76376343,-60.79647217,165.0399048,49.81392517,36.71359863,68.50437012,51.2680603,-46.05343628,156.9618042,-132.4165039,162.9856079
Z Mandibular patch 346,-803.2256836,-563.2928711,-893.9553711,-800.2450684,-1159.166309,-1142.983496,-1173.660938,-1418.812207,678.560791,-751.7042969,-502.5309082,-534.7787109
X Mandibular patch 345,116.8731812,54.31362305,56.47353516,-14.95210571,56.92520752,52.36557007,51.69574585,43.32271118,48.39595642,111.3364868,119.7511475,-13.37422791
Y Mandibular patch 345,153.7860596,-80.84284668,-84.11268311,146.412561,30.20053711,21.94451294,43.27713318,33.26618652,-65.0550354,140.7703979,-151.6278442,140.5515015
Z Mandibular patch 345,-816.4286621,-574.3759277,-903.2125,-814.6037598,-1174.912012,-1157.090039,-1191.477246,-1433.454688,666.4706055,-760.7563477,-512.3207031,-541.6957031
X Mandibular patch 344,103.9854736,41.95020447,41.98233643,-30.68805237,39.81787415,37.96609497,37.23988342,31.66023254,36.00105286,102.2627258,109.338147,-25.96709595
Y Mandibular patch 344,128.153186,-105.0984253,-106.8895874,123.4552124,4.834481049,-3.587820816,15.88712158,9.825453949,-83.98400269,120.517627,-174.871936,117.6734009
Z Mandibular patch 344,-820.8785156,-574.3386719,-903.4382813,-813.4271973,-1175.199414,-1157.429492,-1193.609863,-1436.477441,663.2222656,-764.4168457,-514.6769531,-541.1142578
X Mandibular patch 343,108.0102051,47.024646,51.2119873,-15.43254089,54.42189941,50.47874451,46.53533936,41.33027954,45.22015381,106.0965088,112.2531006,-17.57527313
Y Mandibular patch 343,162.1168335,-70.48649292,-72.97657471,155.6133057,40.10671692,28.08323364,53.74660034,40.48282166,-57.35463867,147.642395,-144.1871094,150.7581787
Z Mandibular patch 343,-808.329248,-566.2066406,-896.0726563,-803.4073242,-1163.957324,-1148.31123,-1181.346289,-1424.264648,674.6689941,-755.0018066,-507.7020508,-535.4628906
X Mandibular patch 342,114.5602173,52.24516602,53.12475586,-21.32283173,51.28292847,47.46048279,47.91108704,40.0678772,45.07755432,111.0010864,118.6376953,-16.30397491
Y Mandibular patch 342,136.6720215,-97.16471558,-99.77340088,131.2758301,13.20522766,6.028406906,24.13348541,18.47310944,-76.56835327,129.3892578,-165.8417969,125.7684937
Z Mandibular patch 342,-820.2541016,-575.6308594,-904.7945313,-816.931543,-1177.484082,-1161.574512,-1192.463379,-1438.143848,662.0087891,-762.8810059,-513.4196777,-544.4902344
X Mandibular patch 341,120.5194336,57.82039795,58.64223022,-15.59334412,58.09981079,53.51334839,54.41045532,44.9109375,48.88690796,114.6680176,122.3877563,-10.45984802
Y Mandibular patch 341,141.6685913,-92.58991699,-95.12698364,135.8341187,17.0630661,10.65363083,29.03153992,22.66912384,-72.76706543,132.6251099,-161.5084961,129.6197144
Z Mandibular patch 341,-817.8671387,-573.9715332,-904.0943359,-817.5690918,-1176.110352,-1162.075391,-1189.68584,-1435.944336,663.2321289,-761.1710449,-511.4816406,-543.4992676
