Name,CW_M11977_Mandible,CW_NR1328_Mandible,CW_NR1609_Mandible,CW_M8752_Mandible,NHNW_B71_Mandible,CW_JM18942,NHNW_JM8466_Mandible,NHNW_SNC2_Mandible,SHNW_NR1326_Mandible,SHNW_M8827_Mandible,SHNW_M8774_Mandible,SHNW_M8951_Mandible
X Mandibular patch 373,91.73996582,28.40870361,30.39078674,-34.57537537,32.70647278,31.31350403,25.70108032,21.59266968,27.25293579,93.46165161,97.1277771,-35.83965759
Y Mandibular patch 373,148.751123,-84.95141602,-83.28615723,139.8189209,25.93534851,12.68975601,35.53426514,24.86661224,-69.85886841,131.2088135,-160.1633911,133.9851563
Z Mandibular patch 373,-815.5454102,-568.9078613,-898.9640625,-805.0889648,-1168.764355,-1152.069922,-1190.006348,-1431.417188,670.2161621,-762.7868164,-514.6633301,-535.7338379
X Mandibular patch 372,91.60612793,33.09541321,35.65657349,-28.22472839,38.95390625,35.53603516,27.89385376,27.88833313,29.25435486,91.59760132,93.89996338,-29.42345581
Y Mandibular patch 372,149.4405762,-85.33882446,-80.36444092,142.6245483,28.34649048,15.02678986,40.21246948,27.23425293,-68.88006592,136.404126,-155.6482422,138.7835327
Z Mandibular patch 372,-799.1396484,-552.7585938,-883.6564453,-788.0300781,-1151.485742,-1137.834277,-1171.958008,-1415.900488,685.6046387,-749.2245117,-499.9289551,-520.8308594
X Mandibular patch 371,97.56943359,27.9315918,34.23738098,-37.37264404,34.10707092,31.63355408,28.30724487,23.07419434,27.36380005,96.95247803,101.6312744,-40.43778076
Y Mandibular patch 371,169.4758667,-63.40525513,-65.14315186,164.9620117,53.59742432,41.82435913,63.89700317,50.70809937,-46.70836792,150.2104858,-140.4792114,156.6365967
Z Mandibular patch 371,-828.7464844,-585.3726563,-915.3860352,-813.9308105,-1180.123438,-1161.435059,-1203.522461,-1439.103809,657.9310547,-778.9103516,-530.8228516,-550.1374023
X Mandibular patch 370,89.39389038,26.95795898,28.53615112,-32.2595459,30.38985596,28.80720825,23.57415466,20.96702881,24.26644897,90.60998535,95.30859985,-37.31382446
Y Mandibular patch 370,141.3572144,-93.07437134,-92.24103394,134.8173706,19.48982544,8.037055206,27.68909912,19.91279449,-75.20905151,126.1757446,-166.584375,128.2671265
Z Mandibular patch 370,-810.3081543,-561.5114258,-894.3856445,-805.1461914,-1165.742773,-1150.06875,-1188.647168,-1429.93252,671.8322266,-762.8885742,-513.5236328,-533.4918945
X Mandibular patch 37,40.06486816,-36.05539246,-35.91491394,-96.32750244,-29.44507446,-23.86782074,-36.96818542,-30.82612915,-26.66587219,39.62704163,43.2974823,-101.9239563
Y Mandibular patch 37,175.5209473,-59.35054321,-58.58684692,171.1598389,67.5611084,52.09771729,72.9758667,57.85587158,-36.31472168,156.6310547,-141.861792,158.4228027
Z Mandibular patch 37,-842.8599609,-584.2096191,-917.7094727,-798.8674805,-1174.271777,-1158.691016,-1211.786719,-1437.289941,658.5293457,-793.8209473,-548.4313965,-534.5760742
X Mandibular patch 369,103.6015991,36.91245422,40.72684631,-28.61681824,42.42190247,41.72620239,39.003479,29.82903137,37.81701965,104.5561279,110.0739014,-29.05737305
Y Mandibular patch 369,153.395813,-81.00658569,-81.76722412,147.0130127,31.00780029,20.89027405,40.92413635,30.25937805,-66.03843384,135.6695801,-154.9210205,139.3861816
Z Mandibular patch 369,-825.1639648,-580.8060059,-909.7981445,-817.1007324,-1180.530859,-1160.729004,-1198.046875,-1439.795117,661.7088379,-769.5709961,-521.4946777,-546.4305176
X Mandibular patch 368,98.24096069,28.61703186,36.24083557,-35.89561768,36.81686096,33.88096008,29.01281128,25.06520996,28.59088745,98.35394897,102.6364746,-38.57783508
Y Mandibular patch 368,174.80625,-56.34046021,-58.92449341,171.0062012,60.65582886,48.26079407,72.33773193,56.94569702,-40.76915588,155.8654663,-134.4730591,163.0525146
Z Mandibular patch 368,-826.2695313,-583.5947754,-914.812793,-811.6211914,-1176.40332,-1158.958203,-1200.888965,-1436.266406,660.4736328,-777.1458008,-529.5814941,-548.9599609
X Mandibular patch 367,98.75844727,30.00774536,37.77134399,-33.45952759,39.63826599,37.11830444,30.85354309,27.72149963,31.084729,100.0127014,103.1113647,-35.1461731
Y Mandibular patch 367,177.1809937,-52.6180542,-55.36726074,174.2179199,63.1399231,50.5153717,76.35094604,59.55864868,-37.38197327,158.9062378,-131.1910034,166.7075317
Z Mandibular patch 367,-823.2083008,-581.234668,-912.2725586,-809.7306152,-1171.846777,-1154.544434,-1196.146387,-1431.996094,664.3111816,-773.4632813,-525.4760742,-545.775293
X Mandibular patch 366,100.1254272,36.43342285,40.04147339,-29.06705627,41.89057312,39.40454102,34.87832031,29.16280518,35.52584534,99.13717651,105.0251465,-29.4508728
Y Mandibular patch 366,151.7177368,-82.275177,-82.3361084,145.0177856,29.37443848,16.75658722,38.85944214,27.84371033,-67.490979,136.096814,-155.2362549,138.5591309
Z Mandibular patch 366,-817.388916,-572.9710449,-902.5979492,-809.2090332,-1170.433203,-1151.684961,-1189.409082,-1431.658887,669.1574707,-760.3790527,-513.266748,-537.303125
X Mandibular patch 365,90.98143311,32.75305481,34.84892883,-28.54414673,36.2993042,34.38198547,28.27042542,26.93730774,28.57878723,91.28301392,94.03681641,-29.31296997
Y Mandibular patch 365,141.9041016,-92.70259399,-87.95515747,135.4314941,21.20949402,8.597904205,32.27575073,21.16085358,-74.79602051,130.2651489,-162.658667,132.1658569
Z Mandibular patch 365,-799.3653809,-552.1994629,-883.8300781,-789.038916,-1152.632617,-1138.133789,-1173.469043,-1417.650684,684.6248047,-749.9039063,-499.5020508,-521.4836426
X Mandibular patch 364,93.95116577,26.6546051,30.79880371,-36.84993286,30.00621643,29.79489441,26.07424927,17.51228485,26.23296814,92.16696167,97.51503296,-40.0440033
Y Mandibular patch 364,150.3023193,-82.37140503,-83.16556396,146.8926758,32.0498291,21.5127655,40.91485901,32.29714355,-65.26851196,134.9298828,-156.7184692,138.3873413
Z Mandibular patch 364,-821.3764648,-575.8546387,-905.7916016,-810.166748,-1175.14541,-1156.723535,-1197.306641,-1434.995898,664.2153809,-770.5989746,-521.8993164,-542.0246582
X Mandibular patch 363,94.33314209,33.11531982,36.21124573,-30.42691956,38.80752563,36.62348328,30.61053162,28.40248108,31.03125,94.90143433,98.24935913,-30.2859375
Y Mandibular patch 363,151.4911133,-83.34069214,-81.21157227,144.6908325,28.41891479,15.02495728,39.14746399,27.11908569,-67.99050903,135.9053833,-155.3559814,138.5327148
Z Mandibular patch 363,-809.0864258,-563.4046875,-893.0991211,-798.9694824,-1161.72959,-1146.089844,-1182.006348,-1424.710352,676.4165527,-756.2066895,-508.5862793,-530.2005371
X Mandibular patch 362,100.2147949,34.1617157,41.60712891,-22.12276611,49.78100281,45.47385254,38.2075592,35.03540039,41.32923584,104.4789307,104.0903687,-23.61520081
Y Mandibular patch 362,171.0739624,-54.08748779,-56.18588867,169.4730347,53.70036011,38.37888184,68.32886963,50.91575623,-43.38004761,158.8277588,-133.2599854,163.8870972
Z Mandibular patch 362,-807.7112793,-564.9124023,-894.9557617,-792.7267578,-1156.991797,-1141.497266,-1177.28916,-1418.575977,679.634375,-757.340918,-508.7042969,-532.2473145
X Mandibular patch 361,89.97387695,33.07903137,35.95972595,-22.2704422,45.15630798,38.05336304,26.04063721,29.38661804,31.79403076,89.34633789,90.60658569,-23.7385025
Y Mandibular patch 361,168.0012939,-67.2182312,-61.59217529,159.1942627,47.92949524,31.44048157,62.48257446,42.26313782,-52.16916504,152.2234741,-135.967041,157.8898071
Z Mandibular patch 361,-786.7759766,-540.965332,-871.6548828,-772.0092773,-1131.07998,-1120.979102,-1150.285938,-1398.491211,701.4925781,-737.3294434,-487.4508301,-506.7820801
X Mandibular patch 360,94.56663818,32.4325592,39.11738586,-24.31450348,50.2421875,43.79781494,36.87362976,36.15609741,39.57337341,101.422998,102.1537659,-24.47927399
Y Mandibular patch 360,175.848877,-49.52999268,-51.38321533,174.6344849,61.75831299,44.3092804,76.81287842,56.14042969,-37.07851868,164.489856,-126.4059082,170.8756714
Z Mandibular patch 360,-806.3068359,-562.4201172,-893.380957,-789.4041992,-1151.723828,-1136.48916,-1171.191602,-1412.51123,683.9821289,-753.9942383,-505.2874512,-528.7748047
X Mandibular patch 36,41.12500305,-25.5613739,-25.81384277,-87.02316895,-28.60847168,-23.10471802,-34.21439514,-28.22322388,-24.39072571,41.57631531,49.63831177,-85.1543457
Y Mandibular patch 36,125.844873,-110.3976929,-106.0067139,120.5525391,9.496134186,-1.487763977,15.17604218,7.738712311,-85.02585449,113.4977417,-184.3022827,111.6839844
Z Mandibular patch 36,-819.6071289,-555.1509277,-890.4479492,-784.2626953,-1160.18623,-1147.349707,-1195.938672,-1427.805078,674.4165039,-773.0012207,-522.0704102,-517.2675293
X Mandibular patch 359,92.61195068,32.78243408,33.50882874,-30.68002625,34.64986572,33.43206177,28.34476624,26.16200562,28.12251892,92.30593872,97.18348999,-30.90661011
Y Mandibular patch 359,135.4833008,-98.89848633,-96.82633667,129.8064819,12.72430954,2.216252136,23.08756104,14.58852692,-80.52884521,123.2497803,-169.5452271,124.2862793
Z Mandibular patch 359,-805.6196777,-557.780957,-889.1447266,-795.4820801,-1160.183301,-1144.336035,-1180.957324,-1424.588281,678.0393066,-755.4433105,-505.1162109,-527.3337402
X Mandibular patch 358,90.0260437,29.27812805,28.77671204,-34.25,30.3775116,29.28656006,24.41339722,22.35415039,24.30392761,89.18723145,95.72269897,-36.20421753
Y Mandibular patch 358,132.0825073,-101.8923035,-100.4772583,128.1985596,9.718225098,0.143170798,19.51805725,12.02064438,-82.48353882,118.8300537,-173.4680786,120.3815186
Z Mandibular patch 358,-808.2260254,-559.1259766,-891.6598633,-797.0037598,-1166.290625,-1149.780859,-1186.444043,-1430.593457,672.55625,-762.1448242,-511.2094727,-531.6652344
X Mandibular patch 357,108.3334106,42.87555847,46.89334717,-21.95261688,52.51826172,48.87438049,47.27757874,39.45255432,43.43040161,111.2758911,114.1729248,-20.87366333
Y Mandibular patch 357,167.9145386,-61.46109009,-65.45857544,163.2496338,49.62870483,39.34504089,63.55136108,48.59154663,-47.97495422,152.2962036,-138.3288574,157.5209595
Z Mandibular patch 357,-818.8134277,-577.6853027,-907.9267578,-811.1519043,-1172.000977,-1154.439355,-1190.980762,-1431.665723,665.1258789,-766.930127,-519.0734863,-547.8334473
X Mandibular patch 356,92.6901001,23.63896942,28.18113708,-42.11576233,27.63435364,25.16608276,20.95873108,17.71421204,22.15299683,89.93519287,95.82072754,-45.89559937
Y Mandibular patch 356,165.4728271,-67.60827026,-68.04231567,161.7648926,50.27398682,38.21562805,59.47601929,47.13244934,-49.57243958,147.3586304,-144.2673584,153.4879272
Z Mandibular patch 356,-828.3604492,-582.4973633,-913.759375,-810.9369141,-1179.562305,-1160.83252,-1204.121484,-1437.698145,659.0351074,-779.9794434,-531.303125,-546.9444336
X Mandibular patch 355,85.57409058,31.03379822,33.61057739,-22.153685,43.48444214,35.29907532,20.80933075,26.63944702,29.12764587,85.80482788,85.55533447,-24.44319153
Y Mandibular patch 355,164.8996338,-70.88861694,-63.04708862,155.6670044,46.22328796,29.39289246,60.46013794,40.71093445,-52.91297607,150.5217285,-136.4501221,157.4359375
Z Mandibular patch 355,-778.4346191,-533.6928223,-864.9457031,-763.1888672,-1123.624316,-1112.644434,-1141.295996,-1392.279297,708.2525879,-731.4384277,-480.7427246,-497.8839844
X Mandibular patch 354,98.80095215,39.58642578,45.1568512,-16.47645569,56.51744995,49.6869873,40.24839172,40.85323792,43.10780029,101.2975403,104.1712402,-17.90272522
Y Mandibular patch 354,178.3571411,-47.03292847,-48.28519897,175.6531494,63.33508301,45.70467834,78.31796265,57.20440674,-36.66102295,166.2075073,-124.7013428,173.496167
Z Mandibular patch 354,-798.827832,-555.2836426,-885.2277344,-784.5072266,-1146.07334,-1133.380957,-1163.637109,-1409.217969,689.9248047,-747.4959473,-498.357959,-523.6785156
X Mandibular patch 353,100.4878479,37.70223083,41.66152649,-25.02337646,44.80930176,41.95259705,37.08197632,33.32302856,37.0021759,99.7135498,104.8800903,-26.56980591
Y Mandibular patch 353,156.1816772,-77.18258667,-77.24933472,149.5887573,34.47236328,21.34259491,45.47519836,32.80871582,-63.20998535,141.3823486,-150.2926636,144.4880615
Z Mandibular patch 353,-810.4449707,-566.6708008,-896.096875,-802.3841797,-1164.209863,-1148.01416,-1183.240625,-1425.706738,674.3874023,-756.6241211,-509.5097656,-533.3563477
X Mandibular patch 352,106.8438354,43.39486389,46.27308655,-19.01198883,53.22636108,48.88731995,44.78849182,39.85335693,43.96071777,107.8555664,111.6982544,-21.5244873
Y Mandibular patch 352,163.9079468,-67.57435303,-69.47664185,157.6883301,42.87633362,31.43114624,57.17466431,42.18764343,-54.6270874,148.5092285,-142.5470581,153.1470947
Z Mandibular patch 352,-811.7870605,-570.5476074,-901.1069336,-805.5828613,-1166.784863,-1150.006543,-1185.263184,-1427.072363,671.5565918,-759.6249512,-512.6554688,-539.8424805
X Mandibular patch 351,85.36820068,21.11051331,22.91036835,-41.24475098,24.41939392,22.54789886,17.07229004,14.27357483,19.08230591,85.20841675,89.4230835,-44.90603333
Y Mandibular patch 351,146.0420166,-86.89862061,-84.46229858,142.8825317,28.49663391,17.19494781,38.26224365,27.79474792,-68.49190063,131.5930542,-161.0395874,136.1027954
Z Mandibular patch 351,-814.976709,-566.5163086,-898.7172852,-802.5151855,-1168.058105,-1152.059766,-1192.775293,-1430.657813,669.345166,-767.6758789,-519.432666,-534.5497559
X Mandibular patch 350,95.7246521,37.44815979,40.77767029,-23.88370361,42.35428467,39.31125488,33.12709961,31.43912354,33.31828308,94.73815308,98.82877197,-24.60024567
Y Mandibular patch 350,149.8624268,-84.88636475,-80.90784302,142.587207,27.98329773,14.78340302,40.00487976,27.41846008,-69.04308472,136.9555786,-155.2208374,138.9029175
Z Mandibular patch 350,-799.4364746,-553.8782715,-884.1575195,-790.2872559,-1152.547363,-1138.924023,-1171.824512,-1416.715527,684.9312988,-748.3656738,-498.7285156,-521.8772949
X Mandibular patch 35,24.12651672,-51.56871338,-52.01965332,-111.7052612,-51.69458618,-41.81525269,-57.58932495,-48.43609924,-46.55905151,22.34899139,30.10172729,-115.1390747
Y Mandibular patch 35,135.078833,-103.7062012,-100.3016724,131.7016113,21.77446747,8.616178131,25.9573822,21.01001587,-71.0927063,126.4090942,-178.4326782,115.9941406
Z Mandibular patch 35,-849.6891602,-581.8185059,-912.0730469,-802.1467285,-1178.70332,-1163.204004,-1214.81123,-1441.527344,657.8663574,-791.9097168,-545.2966797,-527.4899902
X Mandibular patch 349,111.181189,52.37301636,57.61732788,-5.020968628,63.54460449,59.43529663,51.687677,47.923526,50.76105957,108.9219482,114.8559937,-8.900865173
Y Mandibular patch 349,173.2604492,-54.54523315,-57.11414795,166.8285278,53.9052124,39.25619507,71.57509155,52.11436768,-42.3953064,160.5452271,-129.851123,165.9446533
Z Mandibular patch 349,-799.2983398,-557.6146973,-888.0817383,-793.4397461,-1152.861035,-1139.213477,-1167.680078,-1413.850586,684.8017578,-747.4544922,-499.2096191,-528.7708984
X Mandibular patch 348,97.7807251,35.53883362,36.03024292,-33.98627625,35.27307739,35.59516907,31.53326111,27.38814392,31.84713745,98.46555176,104.4522827,-28.7819397
Y Mandibular patch 348,133.7475098,-100.1784424,-101.2383606,128.2803467,10.54973068,0.74098568,20.48486328,13.43765106,-80.01363525,123.8345947,-170.4369263,122.8014404
Z Mandibular patch 348,-818.0154785,-570.7216797,-900.4657227,-809.1682129,-1172.020117,-1152.847852,-1191.510352,-1433.704492,667.3272461,-760.486377,-511.3240723,-536.7385742
X Mandibular patch 347,103.6436035,39.95002747,44.03427124,-29.60392151,42.31324158,39.74080505,36.04549866,30.39406738,37.96253052,100.8105652,108.4692383,-27.44510193
Y Mandibular patch 347,147.8767822,-87.08970947,-87.81508789,141.8885376,24.88846741,13.06277618,33.96202087,23.4851593,-70.86095581,133.658728,-159.253064,133.6812134
Z Mandibular patch 347,-823.4574219,-578.687793,-908.9512695,-816.0094727,-1175.793457,-1154.485254,-1193.670703,-1435.79248,665.3523438,-761.3918457,-514.0939941,-540.0780762
X Mandibular patch 346,113.8048096,55.15321655,60.73013306,-4.638143158,65.4222229,61.54883423,57.53226929,50.50385437,53.12290649,112.5646973,119.3517212,-7.409411621
Y Mandibular patch 346,172.7502197,-57.79487305,-61.0906189,165.0892212,49.61792297,36.77622986,68.50546265,50.28145447,-46.26221924,156.9431274,-133.082605,163.1515869
Z Mandibular patch 346,-802.9842285,-563.3202637,-894.2070313,-800.6031738,-1159.469727,-1142.844141,-1173.412598,-1418.614453,678.156543,-751.7194824,-502.8378906,-534.6198242
X Mandibular patch 345,116.8730591,54.29745483,56.77526245,-14.91322327,56.98392944,52.63485718,51.75011597,42.84206848,48.37385864,111.268335,119.7536499,-13.25123138
Y Mandibular patch 345,153.773291,-80.86219482,-84.31086426,146.113147,29.69421387,22.20203705,44.13774719,32.30741577,-65.06368408,141.1077271,-151.6062378,140.9136841
Z Mandibular patch 345,-816.4400879,-574.3918945,-903.2373047,-814.6793457,-1175.117871,-1156.953613,-1191.146094,-1433.906641,666.4691895,-760.5305176,-512.3080078,-541.5222656
X Mandibular patch 344,104.1806641,42.14968262,42.03097534,-30.61548157,39.39881287,38.03826904,37.42932434,31.59500122,36.20531311,102.0736389,109.0975098,-26.01742554
Y Mandibular patch 344,128.1975708,-104.9371216,-106.8688599,123.8393555,4.855101013,-3.51191864,15.87394867,10.0141655,-83.86935425,120.5910034,-175.1539063,117.743689
Z Mandibular patch 344,-820.8942383,-574.4828125,-903.4364258,-813.7438477,-1174.95332,-1157.499902,-1193.640918,-1436.459277,663.1303223,-764.3014648,-514.589209,-541.0146973
X Mandibular patch 343,108.037561,46.93253784,51.29135742,-15.62784576,54.5098999,50.51077271,46.55003052,41.14586182,45.06062317,106.0956299,112.2677368,-17.78815002
Y Mandibular patch 343,162.1696533,-70.54962158,-72.96373901,155.3810669,40.04890442,28.30006714,54.00502319,40.05550537,-57.44486694,147.7579468,-144.3045044,150.7038452
Z Mandibular patch 343,-808.2823242,-566.1293457,-896.1601563,-803.589209,-1164.10625,-1148.174219,-1181.047656,-1424.651465,674.7540527,-754.9089355,-507.8125977,-535.2024902
X Mandibular patch 342,114.9618652,52.28497925,53.20706787,-21.19907227,50.64797974,47.54703674,48.34916382,39.91778259,45.16641846,111.014917,118.4733398,-16.20356445
Y Mandibular patch 342,136.7198486,-96.99124756,-99.81525269,131.6096802,12.86666565,6.206116867,24.76616364,18.09124908,-76.5519165,129.4544067,-166.1925537,125.9286255
Z Mandibular patch 342,-819.9932617,-575.7476074,-904.7685547,-816.9255371,-1177.536035,-1161.565137,-1192.371875,-1438.139258,662.0230469,-762.8403809,-513.5078613,-544.4859375
X Mandibular patch 341,120.619458,57.73046875,58.50314941,-15.26499023,57.47677002,53.74230347,54.91576538,44.96979675,48.86587524,114.6701538,122.4302612,-10.2541954
Y Mandibular patch 341,141.5132324,-92.50610962,-95.30697021,136.0458862,16.4948761,10.84108887,29.85456543,22.27795105,-72.84926758,132.8343506,-161.9411499,129.8782227
Z Mandibular patch 341,-817.8937988,-573.9510254,-904.1181641,-817.5856934,-1176.250977,-1162.052148,-1189.74248,-1436.187402,663.2009277,-761.0264648,-511.6851074,-543.3943359
X Mandibular patch 340,122.0887329,62.04224854,65.10747681,-4.29623642,65.88724365,62.69542847,60.63198242,51.47178345,54.54058838,116.3058228,123.8228638,-4.425217819
Y Mandibular patch 340,162.9088013,-70.78604126,-74.18201904,154.077002,37.28889465,28.79519958,54.6265686,40.79572754,-56.5119812,148.242749,-144.1240112,150.4886108
Z Mandibular patch 340,-807.7176758,-566.9152344,-898.4838867,-807.9013672,-1168.067578,-1150.697363,-1180.859863,-1426.829883,671.4199219,-754.9416016,-503.5984375,-537.038916
X Mandibular patch 34,55.32521973,-3.786022949,-6.036959457,-65.89760132,-10.36749344,-6.424919128,-15.59159241,-9.936633301,-8.590583038,52.79437256,61.78497925,-58.37993774
Y Mandibular patch 34,83.54639893,-158.0728027,-153.2284424,70.54796753,-38.65505981,-46.94777527,-35.7471405,-33.96770325,-130.1937134,74.31609497,-221.5571045,69.06876221
Z Mandibular patch 34,-802.9186523,-534.2496094,-870.6569336,-778.2361816,-1137.288672,-1124.779492,-1170.603125,-1411.609668,692.5242188,-746.6728516,-491.7354492,-499.2143555
X Mandibular patch 339,108.5001953,45.93058472,49.95323792,-18.91338806,51.39641724,48.16079407,44.13701477,38.46617126,43.78348083,105.4207031,112.3973389,-19.84730835
Y Mandibular patch 339,156.7444824,-76.87229004,-79.57338867,149.19646,34.99413757,23.50346832,47.1054657,34.50467834,-62.53753662,143.0203613,-148.915979,144.9054321
Z Mandibular patch 339,-812.9717285,-570.767041,-899.7887695,-808.7063477,-1169.825,-1150.746777,-1186.093359,-1429.252246,670.4896973,-758.2067383,-511.2811035,-537.6066895
X Mandibular patch 338,102.6239746,42.01146545,46.33796082,-18.10955505,50.04394531,46.81424561,41.36867676,38.09757385,40.48383179,101.3796387,106.1552856,-21.3141922
Y Mandibular patch 338,161.3900391,-71.03409424,-71.09046631,154.8698975,39.83380432,26.12235718,52.82648315,38.99887695,-58.20806885,147.3547729,-145.2506592,150.0942383
Z Mandibular patch 338,-803.3282715,-560.6669922,-890.402832,-795.2999023,-1156.873242,-1145.015527,-1176.54502,-1419.575098,680.2711426,-751.4510742,-504.5252441,-529.6732422
X Mandibular patch 337,91.18590698,34.50083618,37.73273315,-19.81777039,47.7142334,40.05204468,27.30639648,30.96744385,33.73746948,89.80792847,91.43149414,-20.83468933
Y Mandibular patch 337,169.4003906,-65.79810791,-59.64459839,160.5008911,49.90708008,33.09216003,64.93642578,44.16402588,-49.86746216,153.9134155,-133.6099854,160.6095459
Z Mandibular patch 337,-782.8897461,-538.1352539,-868.8251953,-768.6980957,-1127.219531,-1117.031934,-1145.509863,-1395.112988,704.8332031,-733.8464844,-483.7055176,-503.3251953
X Mandibular patch 336,103.24646,40.57877808,44.69317322,-24.63551331,45.15132446,42.62410889,38.86459961,33.04669189,38.51981201,100.7442627,107.6915161,-23.82436981
Y Mandibular patch 336,152.276062,-81.64563599,-82.68043823,145.1602295,30.35141907,17.67405548,40.20583801,29.23993225,-66.73444214,138.3867554,-153.7387207,139.201416
Z Mandibular patch 336,-813.7064453,-570.1300781,-899.15625,-807.1132813,-1168.32793,-1149.869629,-1185.911328,-1429.178418,671.457373,-757.4196289,-509.8867676,-534.9666016
X Mandibular patch 335,88.94191284,34.52063293,37.18673401,-22.02784119,41.99421082,37.06132202,26.5032135,27.82301331,29.65505371,89.43807373,90.30784912,-24.13395081
Y Mandibular patch 335,151.9541504,-81.91428223,-75.2100647,144.5912598,32.79638062,18.47677307,45.48948059,29.9155426,-65.21829224,140.9440186,-150.5905762,143.5541138
Z Mandibular patch 335,-785.0356934,-540.2050293,-871.1157227,-774.0595215,-1135.29082,-1124.267773,-1153.684473,-1402.506348,699.0246582,-737.9768066,-486.5257813,-506.8770996
X Mandibular patch 334,112.5687988,50.74294739,49.8408905,-24.55937347,45.8053772,43.99780884,44.66109009,36.97172852,42.36852722,109.2461548,116.1712036,-19.82749023
Y Mandibular patch 334,129.5994507,-104.3115845,-105.8281128,125.564856,6.943244171,-0.391119599,18.50434723,12.79149704,-81.66050415,123.691687,-172.5710693,120.0255981
Z Mandibular patch 334,-821.2878906,-576.3039063,-904.2514648,-816.3296875,-1177.57334,-1161.865137,-1193.928809,-1438.637012,661.3679688,-764.7502441,-515.1950195,-545.077832
X Mandibular patch 333,102.944873,41.22051086,41.02138672,-31.21804504,37.15400085,36.64762878,37.46795654,30.83410645,34.08890991,100.4057068,107.2453247,-27.8728302
Y Mandibular patch 333,122.6618164,-110.7444336,-111.6699829,118.9785522,-2.014331055,-9.863347626,9.778459167,4.555200195,-90.09455566,112.7397949,-183.0270386,111.3230957
Z Mandibular patch 333,-818.9106445,-573.0981445,-901.9114258,-812.3492676,-1173.983496,-1156.579883,-1194.767188,-1436.198145,663.4931152,-766.9456543,-515.2500488,-540.7880859
X Mandibular patch 332,94.69997559,36.73098755,41.08297119,-23.17070618,43.72098083,40.78922729,31.86569214,32.41516418,33.8566925,93.85263672,97.17775269,-24.11588593
Y Mandibular patch 332,156.1056396,-78.13022461,-73.9149292,149.1165649,34.73813477,20.30792999,47.94655762,32.72895813,-64.14176025,142.7980957,-149.3525269,145.1880249
Z Mandibular patch 332,-795.9927734,-550.849707,-880.6175781,-785.9500977,-1147.105078,-1134.923535,-1166.537207,-1411.562012,689.5536133,-745.7277832,-495.958252,-518.3715332
X Mandibular patch 331,97.44797363,36.23855286,38.41777954,-30.96756287,37.12910767,36.29405518,32.43482056,28.11295166,32.33457031,97.65961304,102.5516357,-27.11960144
Y Mandibular patch 331,141.0411499,-93.44165649,-92.91782227,134.5970093,18.12579956,6.268164825,27.54033813,18.79500275,-75.66618652,128.4944214,-164.447644,128.4116211
Z Mandibular patch 331,-811.9558594,-565.549707,-895.9564453,-803.3802246,-1165.578711,-1148.153516,-1185.328223,-1428.41875,673.2819824,-755.9851563,-507.2686035,-532.223584
X Mandibular patch 330,110.6627319,46.38373718,48.12891846,-26.87939758,45.87545166,42.38635559,41.29723511,34.6329071,42.17371826,106.2596313,114.0001343,-23.07092896
Y Mandibular patch 330,141.7223511,-93.04644165,-95.71906128,135.9535767,19.00052643,10.75807343,29.66671753,21.5178772,-73.68786621,132.2709717,-162.5403564,130.1308472
Z Mandibular patch 330,-827.5057617,-582.1703613,-909.2655273,-819.9063477,-1181.504492,-1160.675,-1196.941602,-1440.657129,661.8905273,-763.8118652,-516.0354492,-545.4996094
X Mandibular patch 33,56.22211304,-16.69338989,-17.85393677,-86.29788818,-20.77477722,-12.63829193,-19.70969086,-17.95281372,-18.50782166,53.60634766,65.47833252,-82.93049927
Y Mandibular patch 33,115.0174072,-125.4526489,-125.661731,109.0318359,-9.143087006,-19.72852478,-2.154506111,-6.366012955,-101.9007568,97.97403564,-202.5491211,93.28468628
Z Mandibular patch 33,-847.7385742,-587.048584,-916.7243164,-814.8533203,-1186.633984,-1171.89668,-1223.684961,-1451.595996,649.5981445,-791.3567383,-542.7811523,-543.0310547
X Mandibular patch 329,99.52286377,37.47049561,40.60930481,-29.32393188,40.00284729,38.41209717,35.0664032,29.67754822,34.85974731,98.89829102,104.5630615,-26.14747925
Y Mandibular patch 329,147.9110596,-86.67494507,-86.2848999,141.5200439,25.13007355,12.2416008,33.98660278,24.06807709,-70.73651733,133.5846924,-158.7215576,133.9394531
Z Mandibular patch 329,-814.4979004,-569.395459,-898.9313477,-806.3866211,-1167.738672,-1149.444238,-1186.274609,-1429.481445,671.802832,-756.7630859,-509.0439941,-534.062793
X Mandibular patch 328,92.7229187,35.44995117,38.61488342,-23.26933289,40.69018555,37.75110779,30.01496277,29.44714966,31.23417358,92.88233643,95.14215088,-24.94599304
Y Mandibular patch 328,146.2017822,-88.2031311,-82.76581421,138.7435913,25.51452484,12.43111801,37.53536072,25.07241211,-71.20966187,134.7190552,-157.9084717,136.8983398
Z Mandibular patch 328,-794.1884277,-548.1574219,-879.5313477,-784.4367188,-1146.882324,-1134.020605,-1166.56416,-1412.553711,689.6128418,-744.3729004,-494.0979492,-516.7034668
X Mandibular patch 327,94.88569946,37.29996033,41.46526794,-20.07269897,46.27922363,41.92405396,32.08128967,32.59604187,34.31380005,93.88297119,96.11918335,-22.38673859
Y Mandibular patch 327,162.3104736,-71.04721069,-66.83106079,154.0302002,41.54196472,26.63712158,55.50099487,38.62842712,-58.15967407,148.3826172,-142.4085449,151.8501221
