Name,Koala_NR2143,Koala_NR2145,Koala_NR1355,Koala_NR1499,Koala_NR0862,Koala_NR1098,Koala_NR2104,Koala_NR2105,Koala_NR2106,Koala_NR2127,Koala_NR2128,Koala_NR2129,Koala_NR2112,Koala_NR2113,Koala_NR2097,Koala_NR2102,Koala_NR2103,Koala_NR2137,Koala_NR2138,Koala_NR2139,Koala_Bimbo_Mandible,Koala_Brenda_Mandible,Koala_Cascade_Mandible,Koala_Cedar_Mandible,Koala_Crockett_Mandible,Koala_Eddie_Mandible,Koala_Mandy_Mandible
X Mandibular patch 325,62.27734985,-33.57660217,67.28232422,-27.81789246,66.46339722,-12.87034607,76.29269409,-3.685396194,79.89839478,1.836791801,82.57771606,1.310915089,-29.832547,44.30374146,-19.38067169,52.19093628,-25.25551605,54.47348633,-25.60021973,67.91345215,23.23967896,21.95786133,11.72587738,-30.94821777,26.51430969,24.0473999,16.5565033
Y Mandibular patch 325,-93.33001099,-76.3770752,154.5570923,124.5508301,388.5582031,356.8782227,-96.33082275,-92.05740967,155.8218628,135.982019,373.640332,371.7739502,-68.69526978,-69.69420166,163.9799194,155.6683472,406.6033691,372.1152832,631.8449219,613.5831543,55.32393188,41.37041321,47.64743347,104.6293091,45.37879944,42.52120056,42.89467468
Z Mandibular patch 325,-623.9619141,-637.365918,-621.5355469,-631.2333984,-622.4944336,-625.7428711,-558.1645996,-572.6721191,-562.5541016,-575.0492188,-558.0869141,-573.0639648,-821.2012695,-821.1124023,-819.0211914,-823.5583984,-822.2342773,-814.9549316,-828.4665039,-811.6045898,-1242.754883,-1242.45791,-1244.386426,-1261.36875,-1238.836523,-1234.763184,-1253.844238
X Mandibular patch 324,63.34519043,-34.22524414,68.15959473,-28.74370728,67.89433594,-15.46253815,79.31560669,-3.49175415,81.79546509,0.394218111,84.77681274,1.194695473,-31.60130615,45.24139709,-21.62157745,53.42576904,-28.57547913,55.78931885,-26.02604065,67.52296753,24.20231476,22.81340485,13.66572876,-30.93039246,26.53363647,24.52559967,17.40012054
Y Mandibular patch 324,-105.6721558,-84.58654785,146.2216187,118.5793823,383.3509277,348.6196045,-106.3247803,-99.48561401,148.3368896,126.5088257,366.5084961,364.8010986,-75.47614136,-76.54459229,155.9902588,149.2654175,398.1392334,363.7828125,625.8025391,603.5177734,47.02181091,34.43236389,40.33342285,96.76525879,35.9085022,32.99360046,38.79185791
Z Mandibular patch 324,-638.0019531,-648.6956543,-636.0838867,-643.2353516,-635.4786133,-639.5746094,-571.4470215,-584.5526367,-573.9293457,-585.7958984,-571.4187012,-585.9029297,-833.9898438,-833.8145508,-831.7517578,-834.2144531,-834.4911133,-828.7668945,-839.8142578,-825.0791016,-1253.852148,-1253.59834,-1255,-1251.067676,-1251.777734,-1247.860938,-1263.437598
X Mandibular patch 323,74.93999634,-25.97254333,79.15342407,-19.91371918,79.17224731,-2.951895142,91.24362183,6.391555023,89.81587524,12.0027626,96.46479492,8.575889587,-21.52971191,57.0211853,-9.691117859,62.9326416,-15.30816193,66.86923218,-18.75759735,80.61224976,32.70369873,31.85665283,19.67413177,-40.00984802,38.0394043,35.52260132,25.04647369
Y Mandibular patch 323,-84.87896729,-70.21472168,163.8918457,133.9924194,399.0739258,368.2654785,-88.42103271,-85.07877197,163.7427979,144.0427856,384.5422852,381.4508057,-59.3340332,-62.63919678,174.8858154,164.3260986,415.4720703,380.0138184,639.8808105,622.0929688,64.49783936,48.20315247,57.02078857,112.7123047,53.77883301,52.89840088,52.09295044
Z Mandibular patch 323,-635.0737305,-646.1055664,-631.730127,-641.2857422,-632.6986328,-638.7380371,-566.9672852,-583.572998,-569.5,-585.9768555,-565.1470703,-584.2325195,-831.8902344,-829.3682617,-829.1708984,-830.7511719,-834.6023438,-823.1614258,-838.7412109,-821.1826172,-1250.811426,-1251.069141,-1253.760352,-1251.911719,-1251.363965,-1247.137793,-1260.978516
X Mandibular patch 322,76.09562988,-29.68346558,78.06430054,-23.73746185,76.91290894,-8.504489899,92.36188965,3.95734787,90.20941772,8.92195816,95.78320313,6.314544678,-25.56507416,54.40708618,-14.58150482,62.31943359,-20.55510406,65.2920166,-22.28361359,78.32341309,30.43791504,30.93409729,19.40518341,-37.36550293,35.63988037,33.14660034,25.58645935
Y Mandibular patch 322,-94.1265625,-76.94957275,158.0222046,128.7162109,393.6903076,362.5158691,-96.70616455,-89.36179199,158.1292603,137.3881226,379.4535645,375.6311035,-64.99293823,-67.12670898,168.2043457,158.1670898,407.502417,372.6493652,635.7424805,613.8027832,57.29848633,42.98565369,50.66712036,105.5138184,44.74373779,44.84809875,48.95029602
Z Mandibular patch 322,-652.0184082,-658.9460449,-645.3424805,-653.4256836,-647.8400879,-653.8495605,-580.9850586,-595.6744629,-583.3863281,-598.3958984,-579.817334,-595.0172852,-845.0730469,-842.2205078,-844.987207,-843.5894531,-845.4660156,-838.4714844,-849.6924805,-835.7435547,-1260.507617,-1262.903027,-1263.572754,-1240.277246,-1266.213086,-1262.137402,-1272.327539
X Mandibular patch 321,63.37260742,-35.04682922,67.6309021,-29.74076538,67.96843872,-15.96855316,79.73257446,-3.647694397,82.16943359,0.956657219,84.99153442,0.120853281,-32.0750824,45.26288757,-22.96928558,54.06656494,-28.64551392,56.12888184,-27.86127014,67.39852905,23.67217255,22.65162659,13.05975647,-30.71379395,26.02307739,23.18070068,17.7511261
Y Mandibular patch 321,-99.85006714,-80.39877319,150.790625,122.6080811,387.7981445,353.6522949,-101.0316467,-95.25040894,152.2005127,131.0582031,370.6355225,369.2457031,-71.50993652,-72.26047974,161.6529175,153.0828125,402.234082,368.3934082,629.9007813,608.1958496,50.70027466,38.17232971,43.98381348,100.1704712,40.09532471,37.89840088,42.43724976
Z Mandibular patch 321,-640.6165039,-650.2664063,-638.464209,-644.903418,-637.4083008,-641.3603516,-573.4491699,-585.8553711,-576.2239746,-587.9772461,-573.1687988,-587.5758301,-835.3883789,-835.5452148,-833.5477539,-836.553418,-836.5008789,-831.1144531,-841.3308594,-827.5919922,-1255.422559,-1256.063281,-1257.185156,-1248.530078,-1254.820801,-1250.728516,-1264.605176
X Mandibular patch 320,55.23640747,-32.06315308,62.08261108,-26.86320801,60.4541687,-14.84912262,69.24994507,-4.466725922,76.60625,-0.245797181,76.11705933,0.471150923,-28.18480225,40.53181458,-19.28961945,47.7730011,-25.49379883,47.3169342,-26.36072083,62.25284424,21.247435,17.68168793,9.33443985,-29.19712524,22.70830536,23.08739929,14.30661469
Y Mandibular patch 320,-97.25045166,-81.75646973,143.4092163,115.6710693,377.4473633,345.8442871,-104.1583496,-97.53264771,148.2733276,127.85625,363.7987061,364.1019287,-77.54956665,-78.85878296,153.9506592,147.8607178,398.0626221,364.9486084,624.8858887,606.7986328,46.01768799,35.05967712,40.47125244,97.89013672,38.53007202,34.11340027,34.79140625
Z Mandibular patch 320,-605.2239746,-624.9188477,-604.092627,-616.0485352,-605.4902344,-607.6241211,-539.0306152,-556.1398926,-546.5787109,-557.7516602,-543.8114258,-554.5126465,-805.291748,-804.9599609,-802.4641113,-809.2999512,-803.8375,-797.4131836,-813.7503906,-794.5187988,-1225.770801,-1226.610156,-1228.168359,-1276.953027,-1219.103027,-1213.348926,-1243.318262
X Mandibular patch 32,29.63484192,-66.38066406,34.88190002,-61.53661499,36.41965942,-55.60610352,46.95005493,-39.92807007,50.45041504,-32.77752075,53.87574463,-29.97940979,-66.72580566,11.79818649,-59.35221558,22.11788483,-65.44700317,22.66284332,-57.48527832,30.43282776,-8.997281647,-9.248239136,-9.889590454,-0.116748011,-9.383620453,-8.196499634,-9.647556305
Y Mandibular patch 32,-137.7108276,-110.145459,117.6324341,93.89356689,357.2102783,321.3934082,-135.6147461,-125.4709106,117.6992065,99.39151611,339.3014404,335.4706787,-105.8169678,-101.922583,125.376416,123.3711548,369.368335,336.7701416,602.8505371,574.6615723,20.56212463,13.75838928,10.33816299,69.3602478,9.593424988,1.898399925,18.9178299
Z Mandibular patch 32,-654.2357422,-652.2046387,-654.2999512,-654.3681152,-656.3705566,-651.9751953,-592.7973633,-596.2127441,-592.3597168,-594.4981934,-595.3357422,-598.1762695,-842.8195313,-849.9931641,-842.1540039,-849.9032227,-841.6918945,-848.8964844,-846.4957031,-844.9202148,-1268.658984,-1268.962109,-1267.412012,-1239.952637,-1264.294824,-1261.61543,-1283.450781
X Mandibular patch 319,69.88968506,-27.5304718,75.05790405,-20.64862823,74.42996216,-4.088319016,86.70805664,4.175404358,85.65722656,9.568562317,90.10412598,6.74052124,-23.29700775,53.03439331,-11.571772,58.47932129,-17.67219086,62.56847534,-19.50305328,77.01085815,29.06067505,28.61394043,15.65665436,-36.31748047,33.76899719,30.27980042,21.42456818
Y Mandibular patch 319,-79.03718262,-65.37615967,167.2365234,136.0840576,401.1510498,371.22771,-83.7222168,-81.18374023,168.057019,149.1179321,386.8720947,383.8206543,-55.83947754,-58.78491821,178.4088745,166.9494385,420.847998,384.8345459,642.064502,626.862793,67.71705322,51.86380615,59.57548218,117.1299561,58.39923706,56.79849854,53.39943848
Z Mandibular patch 319,-624.488623,-638.4705566,-620.3561035,-630.6855957,-622.0590332,-626.5294434,-557.0941406,-574.7619629,-561.7896973,-577.8523438,-555.3395508,-574.4270996,-822.3619141,-820.315332,-818.1212402,-822.659375,-824.7634766,-812.8172852,-830.0879883,-811.7931641,-1242.79502,-1242.306348,-1245.678418,-1260.555176,-1240.860059,-1236.883398,-1251.901953
X Mandibular patch 318,70.91213379,-23.67717896,76.40256958,-16.73759766,75.4270813,-0.169186771,86.16466064,7.535024261,86.44934082,11.92756805,89.58231812,9.911193085,-20.14815674,53.63309937,-8.192027283,58.84596558,-13.3371109,63.03840942,-16.48905945,79.09295044,31.22720642,30.55235901,16.40826874,-38.12242737,36.16650085,32.56690063,22.87919922
Y Mandibular patch 318,-77.08735352,-64.98482666,165.5525879,134.9928101,399.3197754,370.2398682,-82.12946167,-80.18692017,168.4391235,150.8254028,386.5779541,383.7417725,-56.99841919,-59.30469971,177.1902832,167.1440674,421.7333496,384.0322021,641.6016113,626.7468262,68.43911743,52.25446777,61.25216064,120.3116333,59.28380127,58.29849854,52.27544556
Z Mandibular patch 318,-610.373291,-630.3584961,-606.0297363,-622.0539551,-609.921582,-614.5032227,-544.5190918,-563.7193359,-550.5783691,-566.4635742,-543.3274414,-562.5515625,-812.3833496,-808.7623047,-808.7489258,-812.3575684,-812.6423828,-801.4159668,-819.4375,-801.088916,-1233.419043,-1231.694238,-1234.200098,-1269.759961,-1228.672559,-1224.975488,-1244.983398
X Mandibular patch 317,58.79564819,-32.37162476,64.30641479,-26.61225586,63.38161011,-13.91893616,72.44833984,-3.924438477,78.32171631,1.237692547,79.02023926,1.609863281,-28.33980103,42.99762268,-19.07595673,49.57373047,-25.61982727,51.08240662,-25.4385849,65.10139771,22.61248322,19.50588379,10.23901825,-29.93125916,24.24843597,23.03800049,15.44176331
Y Mandibular patch 317,-95.91305542,-79.4852417,147.7269775,119.1122925,381.8664307,350.3484375,-100.6049011,-95.05053101,151.5530518,131.2147583,368.0967529,367.200708,-74.04226685,-75.27102661,158.3222046,150.9275024,401.5626709,367.7134766,627.7358887,609.8847656,49.89459229,37.61965027,43.23642883,100.6050293,41.41016235,37.22780151,37.69183044
Z Mandibular patch 317,-612.3912598,-629.3774902,-610.769873,-622.3936523,-612.0316895,-614.6396484,-546.4982422,-562.4909668,-552.8272461,-564.7953613,-548.9203125,-561.9299316,-811.8428711,-811.2131348,-809.4244141,-814.8789063,-811.0046875,-804.1284668,-819.4338867,-800.8938477,-1232.880273,-1232.803906,-1234.500391,-1270.814648,-1226.999707,-1222.034668,-1247.526758
X Mandibular patch 316,72.19313354,-28.73088989,75.82925415,-22.4174057,75.84244385,-6.427302551,88.09666748,3.500383759,87.94310913,9.458425903,93.05328979,6.394846344,-24.65746155,53.60749512,-13.93519897,60.67953491,-19.2747467,63.77662354,-21.46623535,76.81166382,29.92621765,29.37122192,17.73862152,-37.11109924,34.56461487,31.22619934,23.57504883
Y Mandibular patch 316,-86.51279297,-71.16169434,162.9940063,132.2326782,397.9806396,366.685083,-90.00925903,-85.71282349,162.1608398,142.8358398,383.2508789,379.6762695,-60.78550415,-62.96992798,173.7272095,163.4026001,413.9258789,379.0226318,638.5981934,621.2771973,63.18533325,47.60087891,55.15450439,110.7360596,51.97644653,51.8440979,50.51194153
Z Mandibular patch 316,-637.2410645,-647.8760254,-634.4095703,-642.4925781,-634.9328613,-640.0728516,-568.9664063,-584.8444824,-571.8306152,-587.529248,-568.3042969,-585.3547363,-833.205957,-831.5821289,-831.1952148,-833.5730469,-835.6745117,-826.0836914,-839.8820313,-823.8326172,-1252.52334,-1253.485938,-1255.087891,-1250.124219,-1252.8875,-1249.646191,-1262.090332
X Mandibular patch 315,67.86257324,-31.69658203,71.78255005,-26.79156494,71.55376587,-10.97322617,83.50036011,-0.577133417,84.88334351,5.593582535,88.21571655,3.704272461,-28.48387451,49.28234863,-18.51250763,57.36792603,-23.78518982,59.60170288,-24.78560944,71.70412598,26.60752563,25.70687256,15.09629364,-33.81589661,30.15698242,26.66929932,20.67507629
Y Mandibular patch 315,-89.87438354,-73.90844116,159.5867065,129.8648071,394.71875,362.7745361,-92.41999512,-88.25053711,158.9468994,139.4504761,379.2075195,376.0241455,-64.35574341,-65.03011475,170.5594727,160.1826416,410.229834,376.1523193,636.3023926,617.7978516,59.14679565,45.06129456,51.78339233,107.268811,48.41842957,48.10889893,48.14619141
Z Mandibular patch 315,-638.0246094,-648.175,-635.7265625,-642.9911133,-635.4398926,-639.8,-570.4589844,-584.7310059,-573.6185059,-587.2326172,-570.4276367,-585.367334,-833.2869141,-832.8271484,-831.7788086,-834.96875,-835.4692383,-828.0548828,-839.9614258,-825.4176758,-1253.126855,-1254.642285,-1255.668262,-1249.62041,-1253.180078,-1249.918848,-1262.758398
X Mandibular patch 314,66.41461182,-33.27884521,70.60461426,-28.53743591,70.31106567,-13.63437195,82.95393677,-1.839069939,84.00960083,3.707907486,87.29233398,2.13177948,-30.55569763,47.74502869,-20.81789551,56.42471924,-26.39708252,58.32463379,-26.42442017,70.01453857,25.23731689,24.71175537,14.86043549,-32.32806091,28.63752441,25.70960083,19.90871429
Y Mandibular patch 314,-94.44749146,-77.17017822,155.2158081,126.4998413,391.8640137,358.7905029,-96.56529541,-91.34978638,155.7459351,135.5076538,375.170752,373.0450439,-67.80568237,-68.15737915,166.6874512,156.9090332,406.0723389,372.395752,633.4677246,612.7659668,54.77570801,41.62660522,48.00589294,103.7706177,43.84378052,43.00570068,45.88570862
Z Mandibular patch 314,-642.7036621,-651.6003906,-639.9163574,-646.652002,-639.3975586,-643.8355957,-574.7115723,-587.6517578,-577.7842773,-590.2848145,-574.6318848,-588.8968262,-837.0382813,-836.7039063,-835.6629883,-838.4379883,-838.4666016,-832.7888672,-842.7963867,-829.4711914,-1256.350488,-1257.894727,-1258.492676,-1246.482617,-1257.346094,-1253.239648,-1265.787988
X Mandibular patch 313,62.41817017,-34.67058411,66.99078979,-29.0618103,66.81561279,-15.27114868,78.03588867,-4.148996735,80.89575806,0.682298946,83.72697754,0.582869244,-31.68167114,44.5315979,-22.05065765,52.93532104,-27.92138977,55.13312988,-27.07145386,67.23668213,23.18887634,21.95783997,12.57400284,-30.59748535,25.7538147,23.48769989,17.10825653
Y Mandibular patch 313,-100.1601746,-80.74415283,150.091394,121.5532349,386.1361816,352.4325195,-101.7797913,-96.22120972,151.6262085,130.4354248,369.7307373,367.8657715,-72.36135864,-73.26781006,160.0787231,152.3943481,401.786084,367.6737549,628.7939453,607.9429199,50.53533325,37.73240356,43.55422058,99.98260498,40.05547485,37.47680054,41.20342102
Z Mandibular patch 313,-633.8101563,-645.2299805,-632.0621582,-639.6811523,-631.6289063,-635.3059082,-567.5490723,-580.9160156,-570.8128418,-582.5284668,-567.6722656,-582.0971191,-829.9110352,-830.0731445,-827.7413086,-831.3958984,-830.9725586,-824.9265625,-836.2438477,-821.3222656,-1250.650977,-1250.766016,-1252.153223,-1253.810742,-1248.210059,-1244.225391,-1260.518457
X Mandibular patch 312,69.18626099,-26.38903809,74.6822998,-19.60943298,74.15641479,-2.876177406,86.26929932,4.948247147,85.26549683,9.789323425,89.48676147,7.362602997,-22.36164856,52.53889771,-10.49214172,57.94691772,-16.08803864,61.96796265,-18.33981171,77.48703613,29.25232239,28.9228241,15.26016693,-36.59060974,34.13701172,30.51199951,21.462883
Y Mandibular patch 312,-77.26639404,-64.81412354,167.0798706,135.8432129,400.282373,371.1087158,-83.35939331,-80.15409546,168.6750366,150.4420776,386.6702393,384.4468018,-55.81932373,-59.04395752,177.95979,167.1215332,421.7805664,384.8783203,642.0633301,627.1364258,68.23300171,52.30383911,60.57825928,118.9914795,58.95049438,57.69849854,52.46467896
Z Mandibular patch 312,-617.3900391,-634.1647461,-612.9077637,-626.1685059,-616.0816895,-620.2099121,-551.1061035,-568.8153809,-556.2436523,-571.9018066,-549.2930176,-568.2497559,-816.9345215,-814.8010254,-813.5591797,-817.6322266,-818.5491211,-807.1720215,-824.5493164,-806.3875,-1237.838379,-1236.858301,-1239.793555,-1265.146582,-1234.372559,-1230.637695,-1248.22959
X Mandibular patch 311,71.86942749,-30.76963196,74.49806519,-25.66008301,74.03868408,-10.05136795,88.16039429,1.63223114,87.58406982,7.247675323,91.92263794,4.530490875,-27.46522522,51.75158691,-17.00503998,59.69035645,-22.80982056,62.44018555,-23.94518738,74.94085693,28.57748413,28.37958069,17.47304688,-35.30864258,32.68944397,29.81539917,23.35342102
Y Mandibular patch 311,-93.79299927,-76.67814941,158.0956665,128.7855225,394.2727783,361.5759766,-95.54744263,-89.36768799,157.5568359,137.3220703,378.8531006,375.3816406,-65.38425903,-66.85844727,167.8903198,158.637085,407.7735107,373.4872314,635.1630859,614.4328613,57.10541992,43.44232788,50.35995789,105.5420044,45.36925354,45.19190063,47.44437561
Z Mandibular patch 311,-646.372168,-654.6938477,-642.4302734,-649.8331543,-643.476123,-648.5479004,-577.501416,-591.4279785,-579.8365723,-594.2737305,-576.9380371,-591.6145508,-840.7273438,-839.0492188,-839.4771484,-840.7018555,-841.6537109,-835.1672852,-845.9104492,-832.0867188,-1258.07998,-1260.267285,-1260.759375,-1243.713574,-1261.462207,-1257.350781,-1268.570703
X Mandibular patch 310,60.29464111,-32.07621765,65.54337769,-25.65801697,65.05057373,-11.84157639,73.48686523,-2.688141823,78.65031128,2.676943207,79.80652466,2.130969238,-27.47485962,43.85842896,-17.69767456,50.61522827,-23.92553558,52.32460327,-24.33231354,67.00974731,22.52577667,20.66213074,9.860970306,-30.71315308,26.90122986,24.04089966,16.20733337
Y Mandibular patch 310,-89.83032837,-74.81150513,152.8519409,123.7916138,387.3135498,356.2576416,-93.8586731,-89.88797607,156.4374878,137.1954956,373.5724609,373.035791,-69.08112183,-69.92203979,164.2132202,155.1774536,407.88125,372.9562256,632.0699707,615.626416,55.79591064,42.19638367,47.85837708,106.0234131,46.75708313,43.04349976,41.1473877
Z Mandibular patch 310,-611.7479492,-628.1318848,-609.153125,-621.3173828,-610.7201172,-613.2561035,-545.5853516,-561.4810059,-552.087207,-564.7285645,-546.8138672,-561.2850586,-810.9128906,-810.0414551,-808.7341309,-814.0625488,-810.3058105,-802.7187012,-818.7422363,-799.5333984,-1232.379688,-1231.883789,-1233.916699,-1271.07041,-1226.732031,-1221.776074,-1246.405176
X Mandibular patch 31,12.05047913,-73.67833862,18.41366119,-69.54021606,17.01066589,-63.31403198,26.80345154,-52.30084229,35.22962646,-44.12322388,33.85959473,-43.09657898,-73.01188354,-2.70014801,-68.64520264,5.915210342,-73.87912598,5.010474014,-66.07318115,17.2499176,-22.92468719,-22.7338562,-35.64332581,17.93216705,-23.20699768,-28.05710144,-26.48786011
Y Mandibular patch 31,-71.14111328,-61.12585449,176.0151245,141.3983521,408.2196777,380.2853516,-73.50362549,-73.51340332,172.5691772,157.1457031,394.5659912,387.9533936,-50.77496033,-50.97924805,184.7854492,172.618811,431.4998535,394.5240967,646.8250977,638.134082,73.2666748,63.32355957,56.80919189,118.6135986,67.09609985,59.33629761,58.36033325
Z Mandibular patch 31,-628.2176758,-628.0955078,-624.008252,-620.5464844,-625.9945313,-612.5431641,-566.4678711,-564.9753418,-564.6603027,-568.6211426,-563.451123,-567.5732422,-807.1675293,-819.9624023,-807.3550293,-825.8299805,-811.547168,-817.9958984,-820.2182617,-815.7340332,-1244.07832,-1248.488672,-1248.35332,-1262.419824,-1241.030859,-1237.341406,-1256.130957
X Mandibular patch 309,71.41084595,-27.82489929,76.42302856,-21.204245,75.20562744,-4.643379593,87.55630493,4.172745132,86.93113403,10.02884521,91.9631958,7.01314621,-23.51339722,54.00020752,-11.79629135,60.27199707,-18.23309784,63.74504395,-19.98900909,77.45792236,29.80365601,29.32210388,16.8031662,-36.65827942,33.99221497,30.94259949,22.6456604
Y Mandibular patch 309,-80.92801514,-67.08598633,166.3661621,135.7149048,401.4206543,370.4134766,-84.94224854,-82.44051514,166.5924805,147.0869507,386.4729492,382.8277832,-56.89763184,-59.94668579,178.0934692,166.3697144,419.254248,383.662207,641.4103027,625.6416504,66.61502075,50.71759033,58.4980835,115.1718262,57.40060425,55.84140015,53.49890137
Z Mandibular patch 309,-630.7133789,-642.496875,-626.791748,-635.6019531,-627.8030762,-632.5666016,-562.403125,-579.6881836,-566.3441895,-582.551123,-560.6820801,-579.7540527,-827.3040039,-825.3097656,-823.3857422,-827.1294922,-830.3560547,-818.355957,-834.9620117,-816.8458008,-1247.236523,-1247.30752,-1250.416699,-1256.033008,-1246.867871,-1242.837402,-1256.165527
X Mandibular patch 308,69.73641357,-33.64966431,72.7196167,-27.85357361,71.81774902,-13.47077637,86.50617676,-0.89680481,86.06443481,4.351600266,90.40844116,2.60230732,-30.27419739,49.74221802,-19.93262329,58.05010376,-25.62223511,60.40415649,-25.99266357,72.58479614,26.70867004,26.5056427,15.93783569,-33.10141602,29.98674316,27.31109924,21.410672
Y Mandibular patch 308,-97.90739746,-79.04385986,155.1165649,126.135791,391.822876,358.2207031,-99.10203857,-91.78914795,154.6984253,134.8225586,375.9099365,373.1044434,-67.76924438,-69.1187561,164.375293,155.9867798,404.7009277,370.6833008,632.5483398,611.1506348,53.9364502,40.77562866,47.23410645,102.4333862,41.99287415,41.2447998,45.93578491
Z Mandibular patch 308,-650.3116699,-656.8854492,-645.8900879,-652.3827148,-646.4821777,-651.3668945,-581.1657227,-593.4584961,-583.0597656,-596.8848633,-580.0549805,-594.1667969,-843.4105469,-842.1355469,-842.5208008,-843.3613281,-843.8021484,-838.9735352,-848.0404297,-835.4985352,-1260.456738,-1262.88125,-1263.099023,-1241.733203,-1264.729004,-1259.998047,-1270.777148
X Mandibular patch 307,72.99612427,-29.0741333,76.32992554,-23.32570496,76.13685913,-7.124092102,89.20507813,3.473320007,88.67833252,9.318772125,93.64911499,6.274004364,-25.1269455,53.68909302,-14.86063843,60.97032471,-19.98592529,64.11698608,-22.0046936,76.87059937,30.15731812,29.91379395,18.43165131,-37.14868469,34.86430359,31.75629883,24.49246368
Y Mandibular patch 307,-90.01019287,-73.50638428,160.4958496,130.8864624,396.5082764,364.6252197,-92.56418457,-87.16624146,160.1052368,140.1588623,381.3775146,377.6585693,-62.99239502,-64.8760376,171.403833,161.0720581,411.0591309,376.3119629,636.9994629,618.0818359,60.58779907,45.67452393,53.21878662,108.5449951,48.6815155,48.78569946,48.95257874
Z Mandibular patch 307,-641.5979004,-651.6220215,-638.3467285,-646.4952637,-639.5158691,-644.7738281,-573.2021973,-588.473584,-575.7152344,-590.9876465,-572.7087891,-588.6208008,-837.2021484,-835.3628906,-835.8413086,-837.0592773,-838.9953125,-830.5856445,-842.9993164,-828.0183594,-1255.35332,-1256.927148,-1258.030273,-1246.593164,-1257.202344,-1253.678418,-1265.579395
X Mandibular patch 306,65.9317749,-37.69313049,71.67543945,-31.13353882,69.93588867,-18.52874756,84.15529785,-5.003012466,84.78761597,0.259978557,89.56218872,0.605910492,-34.59390869,46.7417572,-23.66335754,55.35903931,-29.45844421,58.03608398,-28.64754028,70.21217041,24.94094391,24.67902374,15.04347382,-30.55013733,26.67257996,24.09929962,19.30448456
Y Mandibular patch 306,-105.8816162,-85.19364624,150.0849365,121.9745605,385.8619141,351.7705811,-106.8249023,-96.96117554,148.6466064,128.9244507,371.9135254,368.8200684,-73.26820679,-73.04429321,156.7220093,150.3186401,399.9499756,364.8084229,627.1921875,605.3761719,49.02974548,34.46247864,40.5218689,96.62481079,34.26001892,33.16629944,41.6606781
Z Mandibular patch 306,-657.0312012,-661.2293457,-651.6475098,-656.8376465,-652.7283691,-657.4202637,-587.826123,-599.2475586,-588.7779297,-601.7412598,-585.7404785,-599.643457,-848.7866211,-847.7800781,-847.1139648,-847.4166992,-848.3852539,-844.7632813,-852.3987305,-841.9920898,-1265.406836,-1267.435059,-1267.61084,-1237.664258,-1269.394922,-1265.216016,-1275.27041
X Mandibular patch 305,60.19624634,-32.48909607,66.12764893,-27.30483093,64.97657471,-13.08112335,73.91533813,-4.020404434,78.85037842,1.510301781,80.61160889,1.891312599,-28.90848389,43.54015503,-18.93943481,50.75337524,-24.98745422,52.66654663,-25.44512024,66.66337891,22.67237701,20.73915558,10.81493149,-30.34664001,26.08196411,23.61470032,15.88413086
Y Mandibular patch 305,-93.97420654,-77.46251221,151.4253052,122.153772,385.4532715,354.1431885,-97.62658081,-92.92445679,154.2676636,134.3189575,371.4272705,370.0935547,-70.95599976,-72.11037598,161.5385498,153.6465576,404.7281006,370.368042,630.1584961,612.3948242,53.24051514,39.89472656,45.82257996,103.2628784,43.85838928,40.25069885,40.40299072
Z Mandibular patch 305,-617.0905273,-632.3196289,-614.6803711,-625.8725586,-616.1193359,-618.923877,-551.3306641,-566.4933594,-556.6984863,-569.0577637,-552.1817383,-566.3797363,-815.5364746,-815.0862305,-813.4039551,-818.2772949,-815.5263184,-808.4061523,-822.9144531,-804.9706055,-1236.956445,-1236.512598,-1238.366797,-1266.972363,-1231.741797,-1227.229785,-1249.905176
X Mandibular patch 304,56.82715454,-32.03249512,63.56834106,-26.80484314,61.71787109,-14.57757874,71.45050659,-3.921774292,77.24550171,-0.038336429,77.70576782,1.323124218,-28.39402466,41.70388489,-19.20199127,48.74663696,-25.8833252,49.24450684,-25.96730652,63.80403442,22.18386841,18.84819946,10.12417603,-29.60454712,23.68188324,23.16580048,14.91704559
Y Mandibular patch 304,-99.3628418,-82.78945313,143.2287964,115.2525879,377.2969971,345.4249268,-105.4063232,-98.69968262,147.8701294,127.1793823,363.6710693,362.853833,-78.06566162,-79.56174316,153.6723022,147.4319214,396.9136475,364.0710938,624.4333008,605.7401367,45.45667419,34.20261536,39.83869019,96.89060059,37.25312805,33.0973999,34.6006958
Z Mandibular patch 304,-609.8969238,-627.9700684,-608.4763184,-620.3688965,-609.9653809,-612.5345703,-543.6270508,-560.3948242,-550.6006348,-562.0499512,-547.6777344,-559.222168,-809.7113281,-809.196582,-807.1088867,-812.8346191,-808.409375,-802.0243164,-817.4478516,-798.7466797,-1230.13291,-1230.457129,-1232.088086,-1273.274609,-1223.659668,-1218.563477,-1246.369629
X Mandibular patch 303,57.68833008,-32.0380188,63.16665649,-26.01773682,62.40656128,-13.81689606,71.2975769,-3.746632385,77.62052612,1.418369484,77.72491455,1.586891651,-27.77324829,42.52089844,-18.40791016,48.86114502,-25.0516922,49.63958435,-25.18019562,64.62183228,22.40244751,19.20837708,9.245947266,-29.84713135,23.90148315,22.65429993,15.05104675
